Designation,Prov_Des,Ln,q,Q,EMoid,H,Epoch,M,Peri,Node,Incl,e,a,Opps,Ref,Designation,name,year,month,day,ate,site,discovers
,2020,VF,0.586,1.105,0.08051,24.1,20201217,249.3,341.6,231.3,16.8,0.307,0.846,( 17d),MPO600174,2020,VF,2020,11,4,G96,Mt. Lemmon,Survey
,2020,VD6,0.366,1.326,0.08099,24,20201217,303.6,334,231,18.2,0.567,0.846,( 10d),MPO600176,2020,VD6,2020,11,14,G96,Mt. Lemmon,Survey
,2020,VB,0.77,1.094,0.07355,23.1,20201217,260.9,330.9,224.1,28,0.174,0.932,( 32d),E2021-F22,2020,VB,2020,11,3,F51,Pan-STARRS,1
,2020,VA4,0.844,1.126,0.00224,27.4,20201217,134.5,304,351.2,0.4,0.143,0.985,( 11d),MPO600175,2020,VA4,2020,11,12,G96,Mt. Lemmon,Survey
,2020,UT3,0.633,1.226,0.03638,25.4,20201217,330.2,308,206,28.5,0.319,0.929,(  2d),E2020-UJ0,2020,UT3,2020,10,20,U68,JPL SynTra,"ck Robotic Telescope, Auberry"
,2020,UO4,0.883,1.062,0.00246,28.6,20201217,160.3,64.6,211.6,1.4,0.092,0.973,( 26d),MPO600173,2020,UO4,2020,10,23,G96,Mt. Lemmon,Survey
,2020,UN1,0.597,1.147,0.00607,25.4,20201217,319.8,133.7,33.8,11.2,0.315,0.872,( 18d),E2020-UP6,2020,UN1,2020,10,17,G96,Mt. Lemmon,Survey
,2020,UM5,0.299,1.066,0.02584,26,20201217,297.6,170.2,33.3,9.3,0.562,0.683,(  7d),E2020-UO8,2020,UM5,2020,10,23,G96,Mt. Lemmon,Survey
,2020,UM2,0.841,1.078,0.02605,27.1,20201217,291.1,328,198.6,2.6,0.124,0.96,( 17d),E2020-V16,2020,UM2,2020,10,19,F51,Pan-STARRS,1
,2020,UK6,0.632,1.301,0.09306,24.2,20201217,316.6,133.8,29,23.6,0.346,0.966,(  3d),E2020-UP6,2020,UK6,2020,10,24,G96,Mt. Lemmon,Survey
,2020,UF3,0.412,1.522,0.00057,28.38,20201217,357.1,127.4,29.7,27.5,0.574,0.967,(  2d),E2020-UJ0,2020,UF3,2020,10,21,G96,Mt. Lemmon,Survey
,2020,UE4,0.584,1.271,0.01295,23.6,20201217,292.9,132,56.5,3.8,0.37,0.928,( 45d),MPO600173,2020,UE4,2020,10,20,F51,Pan-STARRS,1
,2020,UE2,0.693,1.063,0.00983,26.6,20201217,206.2,207,27.6,2.5,0.21,0.878,(  4d),E2020-UG0,2020,UE2,2020,10,19,G96,Mt. Lemmon,Survey
,2020,UC4,0.674,1.244,0.00458,26.1,20201217,333.4,217,291.3,0.6,0.297,0.959,(  5d),E2020-UO8,2020,UC4,2020,10,22,G96,Mt. Lemmon,Survey
,2020,UA3,0.691,1.125,0.00736,26.7,20201217,308.3,165.5,0.9,0.7,0.239,0.908,( 20d),E2020-V70,2020,UA3,2020,10,20,F51,Pan-STARRS,1
,2020,UA,0.625,1.093,0.00016,28.43,20201217,317.7,137.6,27.7,1.9,0.273,0.859,(  5d),E2020-X92,2020,UA,2020,10,16,G96,Mt. Lemmon,Survey
,2020,TV2,0.682,1.175,0.01701,26,20201217,170.7,54.8,197.9,22.2,0.265,0.928,(  1d),E2020-V08,2020,TV2,2020,10,11,703,CSS,
,2020,TS1,0.736,1.039,0.00163,29.2,20201217,306.5,144.8,18.1,3,0.171,0.887,(  5d),E2020-V92,2020,TS1,2020,10,8,F51,Pan-STARRS,1
,2020,TQ3,0.662,1.101,0.01753,26.5,20201217,319.7,173.4,345.3,1.6,0.249,0.881,(  7d),E2020-U22,2020,TQ3,2020,10,12,G96,Mt. Lemmon,Survey
,2020,TL2,0.679,1.053,0.04576,24.5,20201217,242.8,193,14.6,19.7,0.216,0.866,(  9d),E2020-U88,2020,TL2,2020,10,10,G96,Mt. Lemmon,Survey
,2020,TK5,0.349,1.161,0.00069,23.6,20201217,212.9,30.2,197.8,3.4,0.538,0.755,( 33d),E2020-W08,2020,TK5,2020,10,14,G96,Mt. Lemmon,Survey
,2020,TK4,0.567,1.147,0.01231,26.3,20201217,323.3,320.2,205.7,7.6,0.338,0.857,( 11d),E2020-UK5,2020,TK4,2020,10,13,G96,Mt. Lemmon,Survey
,2020,TK,0.79,1.073,0.03068,24.8,20201217,208.5,219.2,11.2,29.4,0.152,0.931,(  5d),E2020-T65,2020,TK,2020,10,7,G96,Mt. Lemmon,Survey
,2020,TJ1,0.713,1.102,0.08018,24.4,20201217,287.6,337.6,195.6,29.9,0.214,0.908,(  8d),E2020-U22,2020,TJ1,2020,10,7,G96,Mt. Lemmon,Survey
,2020,TE2,0.775,1.199,0.01563,26.3,20201217,340.8,139.4,349.1,1.6,0.214,0.987,(  5d),E2020-VE3,2020,TE2,2020,10,10,F51,Pan-STARRS,1
,2020,TA3,0.75,1.034,0.03255,26.4,20201217,270.8,167.8,20.8,11.6,0.159,0.892,(  9d),E2020-UB9,2020,TA3,2020,10,10,G96,Mt. Lemmon,Survey
,2020,SW3,0.507,1.048,0.02775,26.9,20201217,307.2,180.6,356.6,4.7,0.347,0.778,(  4d),E2020-SK6,2020,SW3,2020,9,22,G96,Mt. Lemmon,Survey
,2020,SW,0.743,1.14,0.00011,29.06,20201217,353.7,119,1.8,2.3,0.211,0.941,(  6d),MPO556058,2020,SW,2020,9,18,G96,Mt. Lemmon,Survey
,2020,SV5,0.338,1.106,0.00596,26.2,20201217,9.7,156.8,5.7,14.4,0.532,0.722,(  2d),E2020-SN0,2020,SV5,2020,9,26,G96,Mt. Lemmon,Survey
,2020,SS3,0.567,1.258,0.00163,28.47,20201217,16.1,306.1,176.1,14.5,0.378,0.913,(  1d),MPO556068,2020,SS3,2020,9,17,G96,Mt. Lemmon,Survey
,2020,SR6,0.669,1.084,0.01265,25.7,20201217,326.4,278.9,233.7,1.2,0.237,0.876,( 24d),E2020-UO8,2020,SR6,2020,9,28,F51,Pan-STARRS,1
,2020,SN4,0.728,1.158,0.01364,26.6,20201217,192.1,234.2,0.9,7.3,0.228,0.943,(  3d),E2020-V01,2020,SN4,2020,9,24,G96,Mt. Lemmon,Survey
,2020,SK2,0.616,1.254,0.05411,24.7,20201217,355.8,312.8,179.3,22.2,0.341,0.935,(  9d),E2020-UO8,2020,SK2,2020,9,20,G96,Mt. Lemmon,Survey
,2020,SC6,0.773,1.076,0.06861,26.1,20201217,290.7,169.5,359.5,11.3,0.164,0.924,(  9d),E2020-T13,2020,SC6,2020,9,26,G96,Mt. Lemmon,Survey
,2020,SB,0.463,0.988,0.08893,20.3,20201217,309.3,249.8,292.6,5.8,0.362,0.726,( 42d),E2020-UP6,2020,SB,2020,9,16,703,CSS,
,2020,SA3,0.784,1.115,0.02272,25.4,20201217,200.6,49.6,183.2,8.2,0.174,0.949,( 26d),E2020-UO8,2020,SA3,2020,9,20,U63,Burnt Tree,"Hill Observatory, Cle Elum"
,2020,RY2,0.582,1.28,0.00251,26.6,20200531,336.3,54.1,165.7,3.1,0.375,0.931,(  3d),MPO556029,2020,RY2,2020,9,10,G96,Mt. Lemmon,Survey
,2020,RV6,0.557,1.185,0.00602,24.8,20201217,340.8,321.8,182.5,2.1,0.361,0.871,(  9d),E2021-DB7,2020,RV6,2020,9,13,F51,Pan-STARRS,1
,2020,RT8,0.637,1.254,0.04861,24.4,20201217,233.4,176.1,23.9,3.3,0.326,0.945,( 12d),E2020-SK6,2020,RT8,2020,9,14,F51,Pan-STARRS,1
,2020,RS9,0.645,1.302,0.0961,23.9,20200531,12.1,43,162.4,20.6,0.338,0.973,(  8d),MPO556054,2020,RS9,2020,9,14,F51,Pan-STARRS,1
,2020,RS3,0.342,1.389,0.05583,22.9,20201217,355.1,158.7,355.3,9.3,0.605,0.865,( 34d),MPO600165,2020,RS3,2020,9,10,G96,Mt. Lemmon,Survey
,2020,RS,0.716,1.046,0.02266,25.4,20200531,36.2,18.5,163.1,9.7,0.187,0.881,( 15d),MPO556019,2020,RS,2020,9,7,F51,Pan-STARRS,1
,2020,RL,0.686,1.041,0.02136,25.1,20200531,47.4,195.5,337.2,14.2,0.205,0.864,(  2d),MPO556018,2020,RL,2020,9,5,G96,Mt. Lemmon,Survey
,2020,RG6,0.42,1.537,0.01094,23.7,20201217,161.4,266.6,311,1.1,0.571,0.978,( 11d),E2020-SJ6,2020,RG6,2020,9,14,F51,Pan-STARRS,1
,2020,RF3,0.422,1.493,0.00053,28.5,20200531,184.9,127.8,352,6.4,0.559,0.958,(  1d),MPO556030,2020,RF3,2020,9,12,F51,Pan-STARRS,1
,2020,RD4,0.632,1.297,0.00004,29.7,20200531,171.2,116.7,352.3,2.5,0.345,0.964,(  2d),MPO556034,2020,RD4,2020,9,12,F51,Pan-STARRS,1
,2020,RA7,0.778,1.159,0.00815,27,20201217,190.6,54.9,181.7,2.1,0.197,0.969,( 11d),E2021-D26,2020,RA7,2020,9,15,T05,ATLAS-HKO,
,2020,QY,0.525,1.189,0.00387,25.1,20200531,162.8,137,325.7,26.4,0.387,0.857,(  2d),MPO555985,2020,QY,2020,8,17,T05,ATLAS-HKO,
,2020,QX6,0.535,1.111,0.00137,28.8,20200531,123.6,324.7,157.6,11.2,0.35,0.823,(  1d),MPO556009,2020,QX6,2020,8,28,G96,Mt. Lemmon,Survey
,2020,QW2,0.459,1.116,0.08151,20.5,20201217,320.6,307.2,212,19.7,0.417,0.788,( 87d),E2020-VD2,2020,QW2,2020,8,19,F51,Pan-STARRS,1
,2020,QV6,0.318,1.546,0.02361,22.39,20201217,181.8,36.5,162.3,11.2,0.659,0.932,( 20d),MPO600160,2020,QV6,2020,8,28,I41,Zwicky Tra,nsient Facility
,2020,QU5,0.303,1.142,0.0108,25.68,20200531,349.1,99.7,70.1,0.8,0.581,0.722,(  6d),MPO556005,2020,QU5,2020,8,23,F51,Pan-STARRS,1
,2020,QU,0.565,1.374,0.13463,23.4,20200531,166.7,330.7,142.2,16.6,0.417,0.969,(  4d),MPO555984,2020,QU,2020,8,16,F51,Pan-STARRS,1
,2020,QR4,0.577,1.115,0.06654,24.4,20200531,108.9,160.8,328.4,18,0.318,0.846,( 12d),MPO556000,2020,QR4,2020,8,23,F52,Pan-STARRS,2
,2020,QQ2,0.574,1.055,0.0092,26.7,20200531,96.7,158.3,334.8,6.8,0.295,0.814,(  2d),MPO555992,2020,QQ2,2020,8,18,F51,Pan-STARRS,1
,2020,QO4,0.825,1.048,0.03856,22.05,20201217,299.1,184.5,335.6,24.2,0.119,0.937,( 48d),MPO600160,2020,QO4,2020,8,21,T05,ATLAS-HKO,
,2020,QN1,0.706,1.154,0.00285,23.1,20201217,296.5,233.6,287.4,7.2,0.241,0.93,(110d),MPO600160,2020,QN1,2020,8,18,F51,Pan-STARRS,1
,2020,QL1,0.462,1.149,0.12028,24.1,20201217,1.3,350.1,148.6,30.2,0.426,0.806,(  8d),E2020-V40,2020,QL1,2020,8,18,G96,Mt. Lemmon,Survey
,2020,QD3,0.572,1.134,0.02245,26.2,20200531,123.1,332.5,150.8,5.3,0.329,0.853,( 13d),MPO555994,2020,QD3,2020,8,19,F51,Pan-STARRS,1
,2020,PU2,0.662,1.073,0.05111,25.5,20200531,113.1,166.7,320.5,25.5,0.237,0.868,(  2d),MPO555962,2020,PU2,2020,8,13,G96,Mt. Lemmon,Survey
,2020,PO,0.753,1.159,0.01031,26.1,20201217,36,300.7,139.6,26.7,0.212,0.956,(  3d),MPO555953,2020,PO,2020,8,9,G96,Mt. Lemmon,Survey
,2020,PN1,0.871,1.125,0.02483,25.4,20200531,32.1,55.4,145.6,4.8,0.127,0.998,2,MPO555957,2020,PN1,2020,8,12,T05,ATLAS-HKO,
,2020,PL2,0.559,1.431,0.01408,23,20200531,357.1,239.8,320.4,34.7,0.438,0.995,(  4d),MPO555961,2020,PL2,2020,8,13,T05,ATLAS-HKO,
,2020,PK6,0.447,1.317,0.15008,23.61,20200531,140.9,0.1,124.3,12.1,0.493,0.882,(  3d),MPO555976,2020,PK6,2020,8,14,F51,Pan-STARRS,1
,2020,PK3,0.792,1.115,0.07977,24.7,20200531,90.8,348.9,161.9,6.1,0.169,0.953,( 32d),MPO555965,2020,PK3,2020,8,13,G96,Mt. Lemmon,Survey
,2020,PK,0.338,1.538,0.23428,21.7,20200531,356.3,16.4,151.4,32.3,0.64,0.938,( 19d),MPO555953,2020,PK,2020,8,8,G96,Mt. Lemmon,Survey
,2020,PJ6,0.871,1.06,0.00219,25.6,20200531,160.6,312.4,141.7,0.8,0.098,0.965,(  8d),MPO555976,2020,PJ6,2020,8,15,G96,Mt. Lemmon,Survey
,2020,PH5,0.665,1.312,0.24254,22.3,20200531,103.7,347,162.3,19.6,0.327,0.988,( 39d),MPO555973,2020,PH5,2020,8,14,F51,Pan-STARRS,1
,2020,PC,0.875,1.031,0.00523,28,20200531,147.2,175.8,285.5,0.6,0.082,0.953,(  7d),MPO562953,2020,PC,2020,8,1,G96,Mt. Lemmon,Survey
,2020,OV1,0.475,0.8,0.21928,18.8,20201217,138.6,189.8,296,32.6,0.255,0.637,( 18d),MPO562952,2020,OV1,2020,7,19,I41,Zwicky Tra,nsient Facility
,2020,OT6,0.586,1.299,0.01715,20.2,20201217,244.5,60.8,122,22.3,0.378,0.942,(141d),MPO600154,2020,OT6,2020,7,29,T08,ATLAS-MLO,
,2020,OQ3,0.393,1.197,0.01827,22.7,20201217,326.9,39.5,107.2,12.5,0.506,0.795,(  3d),MPO562952,2020,OQ3,2020,7,23,F51,Pan-STARRS,1
,2020,OP,0.488,1.167,0.12636,23.2,20200531,89.1,191.7,299.2,29.2,0.411,0.828,(  7d),E2020-OB3,2020,OP,2020,7,18,F51,Pan-STARRS,1
,2020,OM,0.384,1.039,0.01991,27,20200531,89,4,117.3,11.9,0.461,0.711,(  2d),E2020-O39,2020,OM,2020,7,19,G96,Mt. Lemmon,Survey
,2020,OJ5,0.779,1.157,0.09587,22.6,20201217,13.5,147.7,313.6,22.2,0.195,0.968,( 33d),E2021-F22,2020,OJ5,2020,7,27,G96,Mt. Lemmon,Survey
,2020,OC1,0.822,1.044,0.02164,26.4,20200531,142,163.5,302.1,6.6,0.119,0.933,( 27d),MPO562951,2020,OC1,2020,7,17,F51,Pan-STARRS,1
,2020,OA6,0.575,1.272,0.01451,26.1,20201217,64.5,273.1,164.8,1.5,0.377,0.924,( 11d),E2020-T75,2020,OA6,2020,7,30,G96,Mt. Lemmon,Survey
,2020,OA5,0.734,1.067,0.0432,26.9,20200531,136.2,165.1,303.5,20,0.185,0.9,(  1d),E2020-OD3,2020,OA5,2020,7,26,G96,Mt. Lemmon,Survey
,2020,NJ1,0.678,1.192,0.08179,22.7,20200531,108.1,197.6,295.5,7.7,0.275,0.935,( 35d),MPO562951,2020,NJ1,2020,7,14,G96,Mt. Lemmon,Survey
,2020,NC,0.583,1.066,0.00196,22.3,20200531,82.8,29.2,101.7,6.1,0.293,0.824,( 47d),MPO562951,2020,NC,2020,7,6,T08,ATLAS-MLO,
,2020,MX,0.601,1.064,0.0316,24,20200531,143.5,176.9,282.8,4.5,0.278,0.832,( 45d),MPO562950,2020,MX,2020,6,16,F51,Pan-STARRS,1
,2020,MS1,0.85,1.076,0.04197,23.3,20200531,194.7,151,271.2,25,0.117,0.963,( 23d),E2020-N66,2020,MS1,2020,6,21,T05,ATLAS-HKO,
,2020,MR3,0.322,1.314,0.07517,22.7,20200531,176.3,175.1,276.9,8.3,0.606,0.818,( 30d),E2020-O15,2020,MR3,2020,6,27,F52,Pan-STARRS,2
,2020,MP2,0.693,1.268,0.033,22.2,20200531,170.2,303.1,127.9,13.8,0.293,0.981,( 41d),E2020-MA6,2020,MP2,2020,6,22,F51,Pan-STARRS,1
,2020,MO3,0.75,1.147,0.00865,24.6,20200531,104.3,77.8,54,1.6,0.209,0.949,( 28d),E2020-O05,2020,MO3,2020,6,27,F51,Pan-STARRS,1
,2020,MK3,0.521,1.101,0.00406,25.8,20200531,196.7,333.2,95.2,2.6,0.358,0.811,( 13d),E2020-N04,2020,MK3,2020,6,27,T08,ATLAS-MLO,
,2020,ME,0.615,1.07,0.04872,23.6,20200531,148.9,351.8,100,16.7,0.27,0.843,( 31d),E2020-O15,2020,ME,2020,6,16,F51,Pan-STARRS,1
,2020,MA4,0.438,1.284,0.14437,22.1,20201217,56.7,171.3,287.5,15.3,0.491,0.861,2,E2021-CR3,2020,MA4,2020,6,29,F51,Pan-STARRS,1
,2020,MA1,0.704,1.06,0.03166,25.4,20200531,122.2,8.6,102.3,4.9,0.202,0.882,( 10d),E2020-MD4,2020,MA1,2020,6,21,F51,Pan-STARRS,1
,2020,LV,0.781,1.058,0.00348,25.3,20200531,210.1,317.4,92,5.5,0.151,0.92,(  7d),E2020-M52,2020,LV,2020,6,14,G96,Mt. Lemmon,Survey
,2020,LO,0.812,1.128,0.00002,26.8,20200531,93.4,245,253.7,10,0.163,0.97,( 15d),E2020-N12,2020,LO,2020,6,12,G96,Mt. Lemmon,Survey
,2020,LE,0.478,1.105,0.05566,22.1,20200531,136.2,196,255.5,21.5,0.396,0.792,( 38d),MPO562949,2020,LE,2020,6,7,T08,ATLAS-MLO,
,2020,LC1,0.642,1.28,0.11742,20.6,20201217,65.1,93.5,335.9,31.3,0.332,0.961,3,E2020-T01,2020,LC1,2020,6,1,C51,WISE,
,2020,KV,0.801,1.13,0.01161,25,20200531,260.6,300.4,66.2,23.8,0.17,0.966,( 15d),MPO554970,2020,KV,2020,5,16,G96,Mt. Lemmon,Survey
,2020,KT,0.487,1.118,0.02493,24,20200531,230.8,230.5,171.7,5.8,0.394,0.802,( 12d),MPO545551,2020,KT,2020,5,17,G96,Mt. Lemmon,Survey
,2020,KS5,0.481,1.208,0.03124,25.4,20200531,254.7,326.9,63.2,13.4,0.43,0.845,(  2d),MPO545570,2020,KS5,2020,5,25,G96,Mt. Lemmon,Survey
,2020,KS3,0.692,1.251,0.05234,23.5,20200531,270.2,312.6,62,11.7,0.288,0.971,(  2d),MPO545563,2020,KS3,2020,5,21,F51,Pan-STARRS,1
,2020,KS2,0.698,1.057,0.0445,24.4,20200531,206.6,173.6,233.6,29.9,0.205,0.877,(  4d),MPO545559,2020,KS2,2020,5,20,G96,Mt. Lemmon,Survey
,2020,KR6,0.508,1.456,0.10515,20,20200531,63.7,77.3,34,24,0.482,0.982,( 23d),MPO554972,2020,KR6,2020,5,27,G96,Mt. Lemmon,Survey
,2020,KR2,0.801,1.117,0.01576,26.6,20200531,134.7,261.9,199.8,3,0.165,0.959,(  5d),MPO545559,2020,KR2,2020,5,17,F51,Pan-STARRS,1
,2020,KQ7,0.858,1.079,0.00991,26.5,20200531,220,285.1,112.6,2.1,0.114,0.969,( 18d),MPO554972,2020,KQ7,2020,5,31,F52,Pan-STARRS,2
,2020,KP7,0.586,1.227,0.17844,21.8,20201217,36.5,192.5,259.7,22.7,0.353,0.907,4,E2021-CB6,2020,KP7,2020,5,30,F51,Pan-STARRS,1
,2020,KK5,0.342,1.523,0.04282,21.9,20200531,241.9,325,83.3,15.1,0.634,0.932,( 31d),MPO554971,2020,KK5,2020,5,21,F51,Pan-STARRS,1
,2020,KK,0.278,1.493,0.03868,24.7,20200531,90.6,31.9,56.5,20.4,0.686,0.885,(  4d),MPO545550,2020,KK,2020,5,16,F51,Pan-STARRS,1
,2020,KJ4,0.843,1.109,0.00031,29.9,20200531,263.9,293.2,67.7,2.9,0.136,0.976,(  4d),MPO545565,2020,KJ4,2020,5,24,G96,Mt. Lemmon,Survey
,2020,KF6,0.766,1.083,0.00221,23.8,20200531,249.1,131.1,248.9,21.8,0.171,0.925,(  2d),MPO545572,2020,KF6,2020,5,27,G96,Mt. Lemmon,Survey
,2020,KF4,0.553,1.172,0.10722,24.4,20200523,154.8,13.3,61.1,13.8,0.358,0.863,( 10d),MPO545565,2020,KF4,2020,5,23,F51,Pan-STARRS,1
,2020,KA1,0.741,1.041,0.01719,26.7,20200531,174.2,199.9,233.1,14.7,0.168,0.891,(  5d),MPO562948,2020,KA1,2020,5,18,G96,Mt. Lemmon,Survey
,2020,JZ2,0.757,1.134,0.0823,25.7,20200531,145.9,21,69.3,9.3,0.199,0.946,( 15d),MPO545546,2020,JZ2,2020,5,15,G96,Mt. Lemmon,Survey
,2020,JU,0.858,1.02,0.00197,21,20201217,46.9,167.1,259.1,10.7,0.086,0.939,(183d),E2020-V32,2020,JU,2020,5,6,C51,WISE,
,2020,JQ1,0.355,1.189,0.001,26.1,20200531,129.4,212.4,230.7,7.3,0.54,0.772,(  8d),MPO545541,2020,JQ1,2020,5,14,G96,Mt. Lemmon,Survey
,2020,JK2,0.706,1.172,0.02004,27.31,20200516,108,227.6,235.7,6.1,0.248,0.939,(  2d),MPO545544,2020,JK2,2020,5,15,F51,Pan-STARRS,1
,2020,JG1,0.872,1.074,0.04996,25.8,20200531,230.5,156.3,229.6,10,0.104,0.973,( 14d),MPO545539,2020,JG1,2020,5,12,F52,Pan-STARRS,2
,2020,JG,0.462,1.268,0.00066,25.8,20200531,122.6,225.6,220.3,6.1,0.466,0.865,(  9d),MPO545534,2020,JG,2020,5,2,T05,ATLAS-HKO,
,2020,HY6,0.42,1.056,0.0111,26.9,20200531,196.8,16.4,36.5,9.4,0.431,0.738,(  4d),MPO546172,2020,HY6,2020,4,26,G96,Mt. Lemmon,Survey
,2020,HY1,0.588,1.169,0.00444,24.3,20200531,194.3,223.6,187,2.5,0.33,0.879,( 11d),E2020-HL1,2020,HY1,2020,4,17,F51,Pan-STARRS,1
,2020,HY,0.402,1.395,0.01178,23,20200531,131.8,224.5,207.2,18.3,0.552,0.899,( 12d),MPC xxxxx,2020,HY,2020,4,17,F51,Pan-STARRS,1
,2020,HX2,0.594,1.132,0.09081,21.9,20200531,283.2,267.6,98.4,9.2,0.311,0.863,(  7d),E2020-HG3,2020,HX2,2020,4,18,F52,Pan-STARRS,2
,2020,HW2,0.51,1.118,0.04479,24.9,20200531,291.5,271.7,91.1,3.3,0.374,0.814,(  4d),E2020-H95,2020,HW2,2020,4,19,G96,Mt. Lemmon,Survey
,2020,HU1,0.522,1.081,0.06801,23.5,20200531,217.1,189.6,207.7,43.5,0.349,0.801,( 12d),MPO546170,2020,HU1,2020,4,19,703,CSS,
,2020,HT,0.777,1.095,0.04374,26.7,20200531,178.7,214.3,209.1,9.5,0.17,0.936,( 10d),E2020-HG3,2020,HT,2020,4,16,G96,Mt. Lemmon,Survey
,2020,HR8,0.579,1.201,0.00814,26.9,20200531,293.9,316,39.8,4.7,0.35,0.89,(  6d),MPO546172,2020,HR8,2020,4,27,F51,Pan-STARRS,1
,2020,HQ3,0.669,1.308,0.01205,25.4,20200531,310.4,123.2,212.8,3.6,0.324,0.989,( 15d),MPO562945,2020,HQ3,2020,4,19,F51,Pan-STARRS,1
,2020,HP1,0.853,1.116,0.00183,28.6,20200531,136.9,255.7,204.1,4.5,0.133,0.984,(  8d),MPO546170,2020,HP1,2020,4,18,G96,Mt. Lemmon,Survey
,2020,HO5,0.973,1.018,0.00255,28.5,20200531,274.5,125.5,212.6,4.7,0.023,0.995,(  3d),E2020-HJ5,2020,HO5,2020,4,23,G96,Mt. Lemmon,Survey
,2020,HM5,0.329,1.411,0.04453,23.6,20200531,120.9,27.9,41,11.6,0.622,0.87,(  7d),MPO546171,2020,HM5,2020,4,23,703,CSS,
,2020,HL4,0.483,1.108,0.05575,24.6,20200531,203.3,2.1,46.8,6.4,0.393,0.796,( 23d),MPO546171,2020,HL4,2020,4,22,F51,Pan-STARRS,1
,2020,HK7,0.339,1.489,0.07378,21.8,20201217,30,206.1,207.7,13.8,0.629,0.914,3,E2021-D77,2020,HK7,2020,4,26,G96,Mt. Lemmon,Survey
,2020,HG9,0.502,1.226,0.00313,23.3,20200531,279,309,64.4,1.7,0.419,0.864,( 25d),MPO545525,2020,HG9,2020,4,28,F51,Pan-STARRS,1
,2020,HF,0.637,1.128,0.0019,25.2,20200531,304.5,72.7,269.1,0.3,0.278,0.882,(  2d),E2020-H25,2020,HF,2020,4,16,T08,ATLAS-MLO,
,2020,HE7,0.723,1.021,0.01468,28.8,20200531,218,184.3,214.8,3.7,0.171,0.872,(  3d),E2020-HM9,2020,HE7,2020,4,26,G96,Mt. Lemmon,Survey
,2020,HA10,0.693,0.947,0.08755,18.9,20200531,158.7,27.1,103.5,49.6,0.155,0.82,(  5d),MPO545528,2020,HA10,2020,4,28,G96,Mt. Lemmon,Survey
,2020,GZ2,0.504,1.11,0.00113,27.9,20200531,301.3,324.1,31.3,2.5,0.376,0.807,(  5d),E2020-HJ5,2020,GZ2,2020,4,15,G96,Mt. Lemmon,Survey
,2020,GX2,0.731,1.09,0.02712,26.5,20200531,176.9,219,205,17.1,0.197,0.91,(  7d),E2020-HD8,2020,GX2,2020,4,15,G96,Mt. Lemmon,Survey
,2020,GQ,0.745,1.052,0.02378,26.4,20200531,219.2,206.7,187.8,6.1,0.17,0.899,( 12d),MPO562945,2020,GQ,2020,4,2,G96,Mt. Lemmon,Survey
,2020,GF,0.64,1.036,0.0166,26,20200531,284.9,348.2,5.6,3.9,0.236,0.838,( 13d),E2020-G74,2020,GF,2020,4,2,T05,ATLAS-HKO,
,2020,GE3,0.689,1.111,0.01835,26.1,20200531,271.7,187.3,173.9,1.5,0.235,0.9,( 12d),E2020-HJ5,2020,GE3,2020,4,15,G96,Mt. Lemmon,Survey
,2020,GE1,0.911,1.081,0.00848,27.1,20200531,147.7,75.2,18.1,7.7,0.086,0.996,( 12d),E2020-HD8,2020,GE1,2020,4,4,G96,Mt. Lemmon,Survey
,2020,GB,0.627,1.255,0.00491,25.7,20200531,337.3,122.2,192.7,6.3,0.333,0.941,( 12d),E2020-G92,2020,GB,2020,4,2,G96,Mt. Lemmon,Survey
,2020,FV4,0.399,1.029,0.00958,25.4,20200531,312,335.1,19.4,3.6,0.441,0.714,(  8d),E2020-G03,2020,FV4,2020,3,24,703,CSS,
,2020,FM5,0.74,1.085,0.00975,28.6,20200531,320,138.7,178.8,3.5,0.189,0.912,(  3d),E2020-FG5,2020,FM5,2020,3,24,G96,Mt. Lemmon,Survey
,2020,FM,0.683,1.303,0.02235,24.1,20201217,353.5,246.4,173.1,21.6,0.312,0.993,2,E2021-F64,2020,FM,2020,3,16,703,CSS,
,2020,FL,0.525,1.217,0.00288,24.8,20200531,0.3,309.8,358.1,5.9,0.397,0.871,(  2d),E2020-F47,2020,FL,2020,3,16,703,CSS,
,2020,FK1,0.866,1.037,0.00016,27.4,20200531,197.2,235.1,175,9,0.09,0.951,(  1d),E2020-F47,2020,FK1,2020,3,17,G96,Mt. Lemmon,Survey
,2020,FJ3,0.593,1.066,0.03918,23.9,20200531,240,19.4,3.4,13.3,0.285,0.83,( 10d),E2020-G03,2020,FJ3,2020,3,21,F51,Pan-STARRS,1
,2020,EF,0.849,1.07,0.0319,26.2,20200531,311.9,319.3,352.6,6.9,0.115,0.959,( 18d),E2020-FA7,2020,EF,2020,3,5,G96,Mt. Lemmon,Survey
,2020,DX1,0.855,1.133,0.04309,26.5,20200531,198.6,242.9,153.8,11.3,0.14,0.994,( 12d),E2020-FI2,2020,DX1,2020,2,18,G96,Mt. Lemmon,Survey
,2020,DW,0.714,1.005,0.00022,30.4,20200531,338.1,216.5,89.5,0.1,0.169,0.86,(  3d),MPC xxxxx,2020,DW,2020,2,16,G96,Mt. Lemmon,Survey
,2020,DR4,0.577,1.054,0.00041,29.7,20200531,253.1,32.2,336.6,4.4,0.293,0.816,(  2d),E2020-E01,2020,DR4,2020,2,27,G96,Mt. Lemmon,Survey
,2020,DO4,0.722,1.103,0.00676,27.5,20200531,220.3,215.3,169.4,1.1,0.209,0.913,(  6d),E2020-E12,2020,DO4,2020,2,27,G96,Mt. Lemmon,Survey
